Date,Rating,Review,User,Translated_Review,Manually_Labelled_Sentiment
26/12/2025,5,Shopee is my favorite shopping app because it offers many promotions and sellers. The app is easy to use and delivery is generally fast,rina 0307,Shopee is my favorite shopping app because it offers many promotions and sellers. The app is easy to use and delivery is generally fast,Positive
26/12/2025,5,"the best shopping app, sangat cantik",Wel Mira,"the best shopping app, very beautiful",Positive
26/12/2025,5,best of all. 👍👍👍👍🙏,Makkelvin Kelvinmak,best of all. 👍👍👍👍🙏,Positive
26/12/2025,4,apps hanged!!!,CN KW,apps hanged!!!,Negative
26/12/2025,4,please allow to sort review by date,Ming Li,please allow to sort review by date,Neutral
26/12/2025,5,Mantap,Oliver Jm,Great,Positive
26/12/2025,5,very good service 👏 👍,Wan Chen Lee,very good service 👏 👍,Positive
26/12/2025,1,super duper stingy in coin giving especially for daily collection only gave 1coin per day as well as the spinning wheels.,Siti Maisara Aiza Hasmon,super duper stingy in coin giving especially for daily collection only gave 1coin per day as well as the spinning wheels.,Negative
26/12/2025,1,pay online hard to do. sometimes auto sometimes not. Usually not automatic. If COD delivery usually after 8pm. So tiring...,Ikan Masin Gaming,pay online hard to do. sometimes auto sometimes not. Usually not automatic. If COD delivery usually after 8pm. So tiring...,Negative
26/12/2025,5,"Bagus.. seronok membeli di sopi.. boleh buy now pay later.. banyak betul eh dia bagi limit hahahhahahha sabor jela.. tp dri apps lain, i prefer shopee👍🏻",Noor Hanim Mohamad Fadzil,"It's good.. it's fun to buy in sopi.. you can buy now pay later.. it's true that he gives a limit hahahhahahha sabor jela.. but from other apps, I prefer shopee👍🏻",Positive
25/12/2025,5,Good 👍,Hamisah Saleh,Good 👍,Positive
25/12/2025,5,never makes me unhappy...,rosmawati md ali,never makes me unhappy...,Positive
25/12/2025,5,good service,sharil mamat,good service,Positive
25/12/2025,5,Good job shopee,Kartini Grand,Good job shopee,Positive
25/12/2025,1,buto punya app kalau buat iklan,Azfar Naufal,Buto has an app for making advertisements,Negative
25/12/2025,5,Good for shoopping,Ikram,Good for shoopping,Positive
25/12/2025,5,App Shopping yg mudah digunakan 👍🏻👍🏻👍🏻 terima kasih kerana mewujudkan app yg sangat berguna ini 🤝,R_S_Q_A_0360,Shopping app that is easy to use 👍🏻👍🏻👍🏻 thank you for creating this very useful app 🤝,Positive
25/12/2025,1,"shopi babi, asyik ad iklan je bodo",Muhammad Hafiz ikhwan,"shopi pig, it's fun to advertise, it's stupid",Negative
25/12/2025,5,good apps,SOFEA SAHARA,good apps,Positive
25/12/2025,1,"your ads on mobile are genuinely bad and rely on fake buttons to trick people into pressing them. I don't even care about the shopee app itself, but the shopee ads I experience while using other apps are insufferable.",Mi,"your ads on mobile are genuinely bad and rely on fake buttons to trick people into pressing them. I don't even care about the shopee app itself, but the shopee ads I experience while using other apps are insufferable.",Negative
25/12/2025,5,tolong tambah di setting fungsi 'dark mode',syed mohamad fahmi,please add the 'dark mode' function in the settings,Neutral
25/12/2025,5,GOOD,Rahman Hilter,GOOD,Positive
25/12/2025,5,Very easy and safe...,Nicky Chan,Very easy and safe...,Positive
25/12/2025,5,"I've used this app for a few years and my purchase experiences has been mostly good. Now, being able to pick up purchases at the nearby collection point is an added bonus as I don't have to be at home for long periods for fear of missing out on the deliveries. However, I would like to raise the issue of proliferation of misleading seller ads where they advertise a product but quote the price of a lower-priced product. Then when you order, the lower-priced product appears.This can put off buyers.",Gan K,"I've used this app for a few years and my purchase experiences has been mostly good. Now, being able to pick up purchases at the nearby collection point is an added bonus as I don't have to be at home for long periods for fear of missing out on the deliveries. However, I would like to raise the issue of proliferation of misleading seller ads where they advertise a product but quote the price of a lower-priced product. Then when you order, the lower-priced product appears.This can put off buyers.",Neutral
25/12/2025,5,sukaaaaa,hana kefley,love it,Positive
25/12/2025,1,"coins game are scam, free delivery? yet still charges on delivery. prize its all fake.",masri izwan,"coins game are scam, free delivery? yet still charges on delivery. prize its all fake.",Negative
25/12/2025,5,Good,Kavirasann Arasan,Good,Positive
25/12/2025,5,great 👍,WL Air-conditioned,great 👍,Positive
25/12/2025,5,nice,Anthony Tuh,nice,Positive
25/12/2025,5,"Easy to use,happy shopping 🛍️",Kelly Kui,"Easy to use,happy shopping 🛍️",Positive
25/12/2025,5,The best shopping platform..,Mohd Al-Amin Daud,The best shopping platform..,Positive
25/12/2025,5,wow... manyak lapat coinnnn woo adoyaiii...,luqman nasib,wow... a lot of coinnnn woo adoyaiii...,Neutral
25/12/2025,5,terbaek,asno75 asnoryza,the best,Positive
25/12/2025,5,please change shipping to old ONE. can we choose our self shipping,naim plt Kinta,please change shipping to old ONE. can we choose our self shipping,Positive
25/12/2025,5,Excellent...,Mohd Azlan Azmi,Excellent...,Positive
25/12/2025,5,seronok berbelanja dgn shopee. harga yg sgt² menjimatkan..semoga terus maju ye shopee..,Myza ejS,"Enjoy shopping with Shopee. the price is very economical..hope you keep going, shopee..",Positive
25/12/2025,3,shopee sekarang agak kedekut tak macam dulu,Shuib Samuji,"shopee is a bit stingy now, unlike before",Negative
25/12/2025,1,stupid app,farees amsyar,stupid app,Negative
25/12/2025,5,very good shopping app can get all type of goods,Banu Priya,very good shopping app can get all type of goods,Positive
25/12/2025,1,"Shopee not like before. The apps becomes worse and not reliable. The shopee coin became less and less. The customer service also not helpful with long resolution timing. The common annoying reply is ""we unable to disclose further details due to shopee policy/term and condition"". Some sellers also sold fake item and unusable after 6 months. I reported to shopee but no action given to the seller. Really wasting my time and money.",halim mursal,"Shopee not like before. The apps becomes worse and not reliable. The shopee coin became less and less. The customer service also not helpful with long resolution timing. The common annoying reply is ""we unable to disclose further details due to shopee policy/term and condition"". Some sellers also sold fake item and unusable after 6 months. I reported to shopee but no action given to the seller. Really wasting my time and money.",Negative
25/12/2025,5,"very nice, and it's simple",Nur,"very nice, and it's simple",Positive
25/12/2025,5,Much cheaper than buying at physical stores.,Silent Viewer,Much cheaper than buying at physical stores.,Positive
25/12/2025,5,This application is user-friendly and very helpful for purchasing products at significantly lower prices compared to the market.,cik akish,This application is user-friendly and very helpful for purchasing products at significantly lower prices compared to the market.,Positive
25/12/2025,5,excellent service,Anna Mustafa Kamar,excellent service,Positive
25/12/2025,5,best,Nicu april99,best,Positive
25/12/2025,1,"Shopee VIP is cheating, dont buy VIP.",See Cheehong,"Shopee VIP is cheating, dont buy VIP.",Negative
25/12/2025,5,good,S.komatthi Minu,good,Positive
25/12/2025,5,good,Ahmad Tarmizi,good,Positive
25/12/2025,5,"saya suka app ni,memudahkan saya untuk buat pilihan Terbaik.",juwita arshad,"I like this app, it makes it easy for me to make the best choice.",Positive
25/12/2025,5,bestttttt,Rabiatul Adawiyah,bestttttt,Positive
25/12/2025,1,"Shopee notification running background hiddenly even app was force stop/deep sleep. this already against user right, also suspicious stealing voice or user uses on screen.report to DEV and google waiting for feedback.",Chuah Shiue Dong,"Shopee notification running background hiddenly even app was force stop/deep sleep. this already against user right, also suspicious stealing voice or user uses on screen.report to DEV and google waiting for feedback.",Negative
24/12/2025,5,good 👍👍👍,Yinyin Yin,good 👍👍👍,Positive
24/12/2025,5,Awesome 👍,Cikpa Cikpa,Awesome 👍,Positive
24/12/2025,5,Saya sentiasa enjoy dengan pembelian saya di Shoppe. Sentiasa ada tawaran tawaran yang menarik. Service tidak pernah mengecewakan. Saya berpuas hati🥰👍,rosnita ismail,I always enjoy my purchases at Shoppe. There are always attractive offers. Service never disappoints. I am satisfied,Positive
24/12/2025,5,good,Norleli Zamzuri,good,Positive
24/12/2025,4,👍👍🏿,Aku Kau,👍👍🏿,Positive
24/12/2025,5,good,RAMBAI MUDA FC RMFC,good,Positive
24/12/2025,5,good,kenny chew,good,Positive
24/12/2025,5,So far so good..,Lyss Laija,So far so good..,Positive
24/12/2025,2,"cant look at products. it said undefined. if i searched for a product it said error has occured, i looked at my account still said error occured on my email, phone number n even linking to fb or google acc. tried updating the app, its already up to date. reinstall is the only solution but how am i going to reinstall n logged back in if i forgot my email? i need to check it first but cant even check my acc details if error kept occuring like do something bro",Izzah Batrisyia Abdul Sahar,"cant look at products. it said undefined. if i searched for a product it said error has occured, i looked at my account still said error occured on my email, phone number n even linking to fb or google acc. tried updating the app, its already up to date. reinstall is the only solution but how am i going to reinstall n logged back in if i forgot my email? i need to check it first but cant even check my acc details if error kept occuring like do something bro",Negative
24/12/2025,5,it's a perfect shopping app,Shridar Jeygobi,it's a perfect shopping app,Positive
24/12/2025,5,very good,Muhammad Sholehin,very good,Positive
24/12/2025,5,very good,Shawal Shafie,very good,Positive
24/12/2025,5,Awesome and easy to use,BlaroushMeditasi666,Awesome and easy to use,Positive
24/12/2025,1,bad experience,Auz Fird,bad experience,Negative
24/12/2025,5,"GOOD FOR SHOPPING,LOTS OF PEOPLE FAVOURITE ITEMS AND SOME FAKE ITEMS BUT NOT LOTS LIKE ""TEMU APP"" WHEN YOU GUYS WANT TO BUY ANY ITEMS 1,LOOK ITEMS AND HOW MUCH 2,SEE THE COMMENTS 3,CLICK BUY NOW OR ADD TO CART 4,PICK VOUCHERS,BUY WITH ONLINE OR CASH 5,CLICK ""BUY NOW"" BUTTON AND DONE...THANKS SHOPEE CNY😘",Muhammad Zulfaqar,"GOOD FOR SHOPPING,LOTS OF PEOPLE FAVOURITE ITEMS AND SOME FAKE ITEMS BUT NOT LOTS LIKE ""TEMU APP"" WHEN YOU GUYS WANT TO BUY ANY ITEMS 1,LOOK ITEMS AND HOW MUCH 2,SEE THE COMMENTS 3,CLICK BUY NOW OR ADD TO CART 4,PICK VOUCHERS,BUY WITH ONLINE OR CASH 5,CLICK ""BUY NOW"" BUTTON AND DONE...THANKS SHOPEE CNY😘",Positive
